Skor_CFIT,Skor_APM,Skor_WA,skor_AN,AVG_ RA_ZR,AVG_FA_WU,skor Bisnis,Skor_sosial,Skor_desain,Skor_hitungan,Ket_ES,Ket_RE,Ket_AVG_4-6-8,skor_ACT,skor_DES,skor_FEAS,E1_Score,E2_Score,E3_Score,E4_Score,E5_Score,E6_Score,AVG_E,IPK
15.0,6.0,14.0,14.0,13.0,10.0,19.0,1.0,10.0,18.0,Baik,Baik,Baik,7.679491218398044,7.0,9.302850356294538,B,B-,B,B+,B+,A,76.66250000000001,3.53
15.0,11.0,14.0,12.0,12.5,13.0,20.0,1.0,11.0,20.0,Baik,Baik,Baik,10.514806647239503,7.174267571078079,12.390736342042757,A-,B,B,A-,A,A,82.49666666666667,3.72
14.0,13.0,13.0,12.0,11.5,15.0,20.0,1.0,11.0,20.0,Cukup,Cukup,Cukup,9.884736551941401,6.0,10.96555819477435,B+,A-,B,B+,B+,A,79.99583333333334,3.2
9.0,6.0,14.0,10.0,10.0,8.0,20.0,1.0,10.0,17.0,Kurang,Cukup,Kurang,4.0,3.0,2.652019002375299,B+,B-,A-,B,B+,A-,76.66166666666668,3.3
9.0,10.0,14.0,13.0,11.0,14.0,19.0,1.0,11.0,20.0,Baik,Baik,Baik,8.939631408994249,7.174267571078079,8.590261282660334,B,B,C+,C+,A-,B+,71.66166666666668,3.01
12.0,13.0,12.0,12.0,10.5,11.5,18.0,3.0,14.0,19.0,Tinggi,Tinggi,Baik,9.0,7.0,8.352731591448933,A-,B+,A,A,A,A,88.33166666666666,3.55
16.0,12.0,13.0,10.0,13.0,14.5,16.0,1.0,7.0,20.0,Baik,Tinggi,Cukup,7.0,7.0,8.115201900237532,B-,B-,A-,A-,B+,A-,76.66166666666668,3.42
16.0,14.0,12.0,12.0,12.5,12.0,18.0,,8.0,20.0,Cukup,Baik,Tinggi,9.0,7.0,8.352731591448933,B+,B+,B+,A,A-,A,83.33,3.71
14.0,13.0,14.0,12.0,10.0,9.5,19.0,3.0,13.0,20.0,Tinggi,Kurang,Baik,8.624596361345198,6.59698369173041,9.302850356294538,B+,B,B-,B,A-,A-,75.82833333333333,3.25
9.0,11.0,13.0,11.0,11.0,11.0,16.0,1.0,10.0,20.0,Kurang,Kurang,Cukup,9.2546664566433,8.040193390099583,9.54038004750594,B-,B,C+,C+,A-,B+,70.82833333333333,3.05
11.0,11.0,11.0,10.0,12.5,11.5,19.0,7.0,10.0,20.0,Cukup,Tinggi,Tinggi,10.829841694888554,7.751551450425748,9.065320665083137,B,B-,B,B+,A-,A-,75.82833333333333,3.29
15.0,17.0,14.0,13.0,13.5,10.5,20.0,3.0,7.0,15.0,Cukup,Kurang,Cukup,7.994526266047096,7.0,8.827790973871736,B,B-,A-,A,B+,A-,79.16250000000001,3.37
14.0,11.0,15.0,16.0,12.0,13.5,14.0,7.0,14.0,16.0,Baik,Baik,Baik,11.144876742537605,7.174267571078079,9.302850356294538,A,B+,A,A,A,A,89.99916666666667,3.81
11.0,6.0,13.0,10.0,10.5,11.0,16.0,,11.0,17.0,Cukup,Cukup,Cukup,9.884736551941401,6.59698369173041,10.96555819477435,B-,B,B+,A,A-,A-,79.16250000000001,3.25
10.0,9.0,13.0,11.0,10.5,11.5,14.0,3.0,8.0,20.0,Tinggi,Kurang,Baik,9.0,7.0,9.065320665083137,B,B+,B,A-,A-,A,79.99583333333334,3.13
10.0,9.0,11.0,11.0,12.0,11.0,12.0,,1.0,20.0,Kurang,Cukup,Kurang,10.829841694888554,8.906119209121087,9.77790973871734,B+,A-,B,B,B+,A,79.16250000000001,3.35
12.0,13.0,14.0,11.0,13.0,12.5,10.0,3.0,14.0,15.0,Baik,Baik,Cukup,8.939631408994249,5.0,6.6900237529691235,B,B-,B,B+,A-,A-,75.82833333333333,3.15
15.0,17.0,10.0,12.0,12.0,12.0,15.0,1.0,10.0,17.0,Kurang,Baik,Baik,7.994526266047096,7.0,9.77790973871734,C,C+,B-,C,B+,B+,66.66166666666668,2.89
10.0,14.0,13.0,12.0,9.5,10.0,18.0,1.0,10.0,12.0,Kurang,Cukup,Baik,6.0,8.040193390099583,10.96555819477435,B,B,B-,B+,A-,B,74.16166666666668,3.01
10.0,10.0,8.0,8.0,9.5,12.0,11.0,3.0,12.0,16.0,Cukup,Baik,Cukup,10.829841694888554,6.8856256314042446,8.590261282660334,B+,A,B,B,B+,A,80.83,3.16
11.0,10.0,13.0,10.0,9.5,12.0,15.0,3.0,11.0,20.0,Baik,Tinggi,Tinggi,9.56970150429235,7.751551450425748,8.352731591448933,B,C+,A-,A,A-,A-,79.16250000000001,3.51
12.0,9.0,10.0,15.0,12.5,11.0,10.0,1.0,12.0,17.0,,Baik,Kurang,10.514806647239503,8.906119209121087,10.015439429928742,B,A,A-,A,A-,A,85.83083333333333,3.82
14.0,9.0,14.0,15.0,12.0,10.5,19.0,,10.0,20.0,Baik,Tinggi,Baik,9.0,6.0,8.352731591448933,B,B,A,B,A-,A-,79.16250000000001,3.69
14.0,14.0,11.0,11.0,11.5,10.0,17.0,1.0,12.0,17.0,Cukup,Baik,Cukup,10.829841694888554,6.0,9.54038004750594,C+,B+,B,B+,A-,B,74.16166666666668,2.87
17.0,14.0,12.0,16.0,12.5,11.5,20.0,3.0,8.0,16.0,Baik,Tinggi,Baik,6.0,7.0,9.065320665083137,B+,A,B-,A-,B,B+,78.32916666666667,3.45
17.0,14.0,12.0,12.0,12.0,9.0,16.0,3.0,14.0,15.0,Cukup,Rendah,Kurang,8.0,9.194761148794921,10.490498812351545,B,A,B,A-,A,A-,82.49666666666667,3.3
12.0,12.0,14.0,13.0,12.5,9.5,20.0,3.0,9.0,20.0,Kurang,Baik,Kurang,10.199771599590452,8.328835329773417,8.590261282660334,B,A-,A,A,B+,A,84.9975,3.66
12.0,6.0,11.0,12.0,10.0,11.0,12.0,3.0,10.0,18.0,Kurang,Cukup,Kurang,10.514806647239503,8.040193390099583,9.54038004750594,C+,A-,B+,B+,C+,B,72.495,3.02
10.0,6.0,12.0,11.0,8.5,12.0,18.0,5.0,12.0,20.0,Cukup,Baik,Kurang,7.0,6.0,9.065320665083137,C+,A-,B+,B+,B,B,74.16166666666668,2.89
12.0,12.0,14.0,12.0,10.5,13.0,16.0,3.0,14.0,20.0,Cukup,Baik,Baik,9.884736551941401,7.0,8.352731591448933,B-,C,C+,B+,A-,A-,71.66166666666668,3.15
13.0,17.0,13.0,14.0,12.5,10.5,16.0,1.0,12.0,13.0,Kurang,Baik,Kurang,10.829841694888554,7.4629095107519134,9.77790973871734,B-,B,B+,A,A,A-,80.83,3.61
15.0,13.0,12.0,14.0,10.5,12.5,19.0,3.0,16.0,13.0,Baik,Rendah,Tinggi,6.0,6.0,8.115201900237532,B,A-,A-,A,B-,A,81.66333333333334,3.63
13.0,13.0,12.0,14.0,11.0,10.5,16.0,1.0,9.0,16.0,Kurang,Cukup,Cukup,10.829841694888554,6.59698369173041,8.115201900237532,B-,B,A-,B,B+,B,74.16166666666668,2.82
12.0,14.0,15.0,13.0,13.0,11.5,15.0,5.0,5.0,11.0,Baik,Baik,Baik,9.0,7.0,8.827790973871736,A,A-,B,A-,A-,A-,82.49583333333334,3.36
14.0,12.0,14.0,9.0,9.0,9.0,18.0,,5.0,20.0,Cukup,Baik,Cukup,9.2546664566433,7.4629095107519134,8.590261282660334,C+,C,B,C,B+,A-,68.32833333333333,2.92
14.0,11.0,12.0,12.0,12.0,11.5,17.0,,5.0,18.0,Rendah,Cukup,Cukup,11.144876742537605,9.77204502814259,11.203087885985749,A-,A-,A-,A-,A,A-,84.16250000000001,3.61
15.0,12.0,14.0,14.0,13.0,11.5,12.0,1.0,13.0,12.0,Kurang,Baik,Cukup,8.939631408994249,6.0,10.015439429928742,B+,B-,A-,A-,A,A,82.49666666666667,3.61
11.0,11.0,13.0,14.0,11.0,9.5,17.0,1.0,8.0,15.0,Baik,Baik,Cukup,9.2546664566433,7.0,8.352731591448933,B-,B+,B,B,A-,B+,74.995,3.25
9.0,14.0,11.0,11.0,9.0,9.5,19.0,1.0,10.0,20.0,,,Kurang,9.2546664566433,7.0,10.96555819477435,C,A,C+,C,B+,B+,70.82916666666667,2.9
11.0,14.0,11.0,12.0,12.0,10.5,17.0,5.0,12.0,20.0,Kurang,Baik,Tinggi,8.0,7.0,9.302850356294538,B+,A-,A-,A,B-,A,82.49666666666667,3.55
14.0,6.0,14.0,12.0,11.0,8.0,15.0,3.0,8.0,20.0,Kurang,Baik,Kurang,10.829841694888554,8.906119209121087,11.678147268408551,A,A-,A-,A-,A-,A-,84.16250000000001,3.65
13.0,12.0,15.0,13.0,11.5,11.0,15.0,1.0,16.0,20.0,Baik,Tinggi,Baik,6.0,6.8856256314042446,9.54038004750594,C+,A-,C+,A-,B+,A,76.66250000000001,3.29
11.0,11.0,10.0,10.0,8.5,10.0,20.0,1.0,15.0,20.0,Baik,Baik,Cukup,9.884736551941401,8.328835329773417,8.590261282660334,A-,A-,B+,B+,B+,A-,79.995,3.24
11.0,6.0,9.0,10.0,9.5,9.0,15.0,,12.0,14.0,Baik,Cukup,Cukup,8.939631408994249,6.0,9.54038004750594,C+,B-,B+,B,B+,B,71.66166666666668,2.81
14.0,9.0,12.0,10.0,9.5,10.5,18.0,3.0,13.0,14.0,,Cukup,Kurang,6.7343860754508915,8.040193390099583,9.302850356294538,B+,A-,A-,B+,A-,B,79.16166666666668,3.16
16.0,12.0,12.0,11.0,12.5,13.0,11.0,1.0,10.0,19.0,Cukup,Baik,Baik,7.0,4.0,6.6900237529691235,C,C,C+,B-,B+,B-,64.995,2.76
16.0,10.0,14.0,15.0,9.0,12.0,19.0,,16.0,15.0,Cukup,Tinggi,Cukup,7.0,7.751551450425748,8.590261282660334,B+,A,B+,A,B+,A-,83.33,3.53
16.0,11.0,14.0,14.0,12.5,10.5,15.0,,7.0,17.0,Baik,Cukup,Baik,6.0,6.0,4.077197149643707,B-,A,B+,A-,A-,A,82.49666666666667,3.28
14.0,8.0,11.0,10.0,11.0,10.0,15.0,3.0,8.0,19.0,Rendah,Cukup,Kurang,7.994526266047096,8.328835329773417,6.927553444180525,B,B+,B+,B,B+,A-,76.66166666666668,3.25
8.0,8.0,11.0,10.0,9.5,9.5,17.0,5.0,15.0,20.0,Cukup,Baik,Cukup,8.624596361345198,6.8856256314042446,8.827790973871736,A-,A,B-,B,A-,A-,79.99583333333334,3.5
14.0,12.0,13.0,16.0,11.0,9.5,7.0,3.0,15.0,11.0,Kurang,Baik,Kurang,6.0,5.0,5.97743467933492,B+,A,A-,B+,B+,A-,81.66250000000001,3.63
11.0,6.0,13.0,8.0,9.5,8.0,16.0,3.0,11.0,12.0,Kurang,Kurang,Cukup,9.2546664566433,6.0,8.352731591448933,B,A-,B,B,B+,B+,75.82833333333333,3.27
16.0,13.0,13.0,16.0,12.5,12.5,15.0,3.0,10.0,20.0,Cukup,Baik,Cukup,5.0,7.4629095107519134,7.4026128266033275,B+,A-,A,A-,B+,B+,81.66250000000001,3.45
9.0,15.0,15.0,15.0,11.5,10.5,18.0,1.0,11.0,20.0,Rendah,Kurang,Kurang,6.0,7.0,8.590261282660334,B+,C,C+,B-,B+,B-,68.32833333333333,2.88
10.0,10.0,12.0,10.0,9.5,12.5,15.0,1.0,8.0,20.0,Tinggi,Baik,Baik,5.0,6.0,6.927553444180525,C+,A,B,B,B+,B+,75.82916666666667,3.23
5.0,6.0,9.0,8.0,8.5,8.0,14.0,7.0,8.0,19.0,Cukup,Cukup,Cukup,9.884736551941401,7.0,10.252969121140143,B,A,B-,B,A-,A-,78.32916666666667,3.28
13.0,9.0,12.0,12.0,10.0,11.5,16.0,,8.0,19.0,Rendah,Cukup,Cukup,6.0,4.0,,C+,B-,B-,B,B+,B+,70.82833333333333,3.04
18.0,16.0,13.0,12.0,13.5,12.5,15.0,5.0,5.0,20.0,Kurang,Tinggi,Baik,4.0,6.8856256314042446,7.165083135391926,B+,A,B-,B,A-,A-,79.16250000000001,3.5
14.0,11.0,11.0,10.0,9.5,10.0,12.0,1.0,13.0,11.0,Baik,Cukup,Cukup,9.0,7.0,9.77790973871734,A-,A,A-,A-,A-,A-,84.16250000000001,3.27
14.0,12.0,13.0,12.0,9.5,9.5,18.0,1.0,5.0,20.0,Kurang,Cukup,Tinggi,9.2546664566433,7.4629095107519134,7.640142517814729,C,A,B+,B,A-,B+,76.66250000000001,3.28
14.0,16.0,14.0,12.0,12.5,11.5,19.0,1.0,11.0,18.0,Cukup,Kurang,Kurang,10.829841694888554,6.8856256314042446,9.77790973871734,B+,B+,C,B+,C+,B-,69.995,3.15
9.0,8.0,13.0,10.0,10.5,9.5,15.0,3.0,8.0,20.0,Baik,Baik,Baik,9.0,7.4629095107519134,7.87767220902613,B+,A,A-,A-,A,A,86.66416666666667,3.4
17.0,15.0,14.0,13.0,9.0,12.5,16.0,1.0,12.0,7.0,Kurang,Cukup,Cukup,10.514806647239503,6.8856256314042446,9.302850356294538,A-,A-,B-,B+,A-,B-,76.66166666666668,3.2
16.0,11.0,13.0,14.0,12.0,12.0,17.0,7.0,10.0,16.0,Baik,Tinggi,Baik,11.459911790186656,6.0,6.6900237529691235,A-,A-,A,B,B+,A,83.33,3.75
12.0,8.0,14.0,12.0,10.5,8.5,18.0,3.0,14.0,17.0,Baik,Kurang,Cukup,8.939631408994249,7.0,9.302850356294538,A-,B,B+,C+,C+,A-,73.32833333333333,3.51
12.0,15.0,13.0,12.0,12.0,9.0,14.0,5.0,13.0,10.0,Cukup,Baik,Tinggi,9.56970150429235,7.174267571078079,8.827790973871736,C+,A-,C+,A-,B,B+,73.32833333333333,3.1
8.0,7.0,10.0,11.0,9.5,11.0,9.0,1.0,11.0,5.0,Cukup,Rendah,Kurang,8.939631408994249,8.906119209121087,9.77790973871734,B-,B-,B+,B-,C+,A-,70.82833333333333,3.05
11.0,12.0,14.0,13.0,10.5,11.5,20.0,5.0,11.0,5.0,Cukup,Tinggi,Cukup,6.0,7.0,5.264845605700714,C+,B+,B-,B-,B,B+,70.82833333333333,3.0
12.0,13.0,14.0,15.0,12.5,12.0,18.0,5.0,11.0,20.0,Kurang,Cukup,Kurang,6.0,7.0,7.4026128266033275,C,B,C,C+,B,C+,64.16166666666668,2.94
11.0,9.0,11.0,10.0,9.0,10.5,13.0,5.0,12.0,17.0,Cukup,Cukup,Baik,9.2546664566433,7.4629095107519134,8.827790973871736,B,A-,B,A,B-,A,79.99666666666667,3.33
9.0,6.0,14.0,10.0,9.0,8.5,12.0,3.0,11.0,8.0,Cukup,Rendah,Cukup,10.199771599590452,6.59698369173041,8.827790973871736,B-,B-,B,A-,A,A-,77.49583333333334,3.14
13.0,13.0,13.0,12.0,12.0,13.0,15.0,1.0,14.0,20.0,Tinggi,Tinggi,Baik,10.514806647239503,7.174267571078079,8.827790973871736,C+,A,B,B-,B+,B-,73.32916666666667,3.43
15.0,12.0,11.0,16.0,9.5,9.5,18.0,1.0,,11.0,Cukup,Baik,Cukup,9.0,7.0,8.590261282660334,B,B+,C+,B+,A-,A-,75.82833333333333,2.94
14.0,9.0,14.0,15.0,9.5,12.0,18.0,5.0,13.0,14.0,Cukup,Cukup,Kurang,6.7343860754508915,5.0,6.927553444180525,A-,A,A,A,B+,A-,86.66416666666667,3.46
10.0,6.0,10.0,8.0,11.5,11.0,19.0,3.0,8.0,20.0,Rendah,Baik,Kurang,11.144876742537605,8.617477269447253,10.252969121140143,A-,B+,B,B+,B,A-,77.495,3.23
15.0,18.0,14.0,12.0,13.0,13.5,16.0,1.0,12.0,20.0,Cukup,Cukup,Baik,12.405016933133808,8.906119209121087,10.015439429928742,A-,A-,B,C+,A-,B+,76.66166666666668,3.27
18.0,14.0,14.0,11.0,12.5,12.0,20.0,,11.0,18.0,Tinggi,Baik,Baik,10.829841694888554,7.174267571078079,10.252969121140143,B+,A,B,A,A-,B+,82.49666666666667,3.26
11.0,6.0,13.0,11.0,10.5,10.0,20.0,3.0,1.0,18.0,Kurang,Cukup,Cukup,9.884736551941401,6.8856256314042446,9.77790973871734,B-,B+,C+,A-,B+,C+,71.66166666666668,2.78
17.0,15.0,13.0,13.0,12.5,13.0,18.0,1.0,12.0,20.0,Rendah,Cukup,Kurang,10.829841694888554,6.0,8.590261282660334,B-,A,B+,B,A-,A-,79.16250000000001,3.46
17.0,9.0,17.0,14.0,10.0,8.5,9.0,,12.0,8.0,Cukup,Baik,Cukup,10.199771599590452,6.59698369173041,9.54038004750594,B-,A-,B+,B-,B-,A-,74.16166666666668,3.03
15.0,13.0,12.0,12.0,11.5,10.0,16.0,3.0,11.0,20.0,Baik,Baik,Baik,9.884736551941401,6.59698369173041,7.4026128266033275,B,A-,B,B+,A-,A-,78.32833333333333,3.49
15.0,10.0,12.0,13.0,11.0,8.5,16.0,3.0,14.0,12.0,Baik,Kurang,Baik,9.2546664566433,8.328835329773417,9.065320665083137,B,B,B,B+,A-,A,78.32916666666667,3.41
12.0,14.0,13.0,12.0,10.0,12.0,9.0,3.0,10.0,19.0,Baik,Kurang,Cukup,2.0,3.0,,A-,A-,B,A-,B,B+,78.32833333333333,3.11
11.0,11.0,12.0,14.0,10.0,14.0,15.0,1.0,9.0,20.0,Baik,Baik,Cukup,8.939631408994249,7.0,12.628266033254159,B+,B+,C+,B+,A-,A-,76.66166666666668,2.93
6.0,11.0,11.0,12.0,10.5,11.5,14.0,7.0,8.0,15.0,Cukup,Baik,Cukup,10.199771599590452,9.194761148794921,9.302850356294538,B,A-,C+,A-,B+,B+,75.82833333333333,2.82
16.0,15.0,15.0,13.0,12.5,15.5,15.0,,12.0,1.0,Baik,Baik,Baik,10.829841694888554,6.0,9.302850356294538,B+,A,A,A,A,A,89.99916666666667,3.66
10.0,8.0,10.0,11.0,9.0,9.5,17.0,3.0,11.0,12.0,Baik,Baik,Baik,12.089981885484757,6.59698369173041,10.728028503562946,B,B+,B,B+,A-,A,79.16250000000001,3.16
11.0,12.0,14.0,12.0,11.0,14.0,10.0,1.0,11.0,13.0,Kurang,Baik,Cukup,6.0,11.215254726511763,5.97743467933492,B+,B+,B,C+,B+,A-,74.995,3.12
13.0,11.0,12.0,12.0,11.5,12.5,20.0,3.0,10.0,19.0,Baik,Rendah,Baik,9.2546664566433,12.369822485207102,8.352731591448933,A-,C,B+,C+,B,C+,69.16166666666668,2.81
12.0,15.0,13.0,10.0,11.5,10.5,19.0,1.0,9.0,19.0,Baik,Tinggi,Cukup,7.679491218398044,7.4629095107519134,9.54038004750594,B+,B+,B-,B,C,B+,71.66166666666668,3.25
14.0,12.0,10.0,12.0,9.0,11.5,16.0,3.0,9.0,18.0,Baik,Baik,Cukup,8.939631408994249,7.174267571078079,9.302850356294538,E,E,B,B+,B,C+,54.995000000000005,3.02
14.0,6.0,15.0,10.0,10.0,9.0,18.0,7.0,14.0,17.0,Baik,Baik,Cukup,7.0,8.328835329773417,9.77790973871734,B+,B+,A-,B+,C+,B,74.995,3.26
13.0,8.0,10.0,12.0,9.5,11.5,14.0,3.0,11.0,18.0,Cukup,Baik,Baik,9.0,7.0,8.827790973871736,B,C,B,A-,A-,A-,74.995,2.88
15.0,14.0,15.0,15.0,11.5,12.5,16.0,7.0,11.0,20.0,Kurang,Rendah,Kurang,10.829841694888554,7.4629095107519134,9.77790973871734,C,C,B,C+,B,C+,64.16166666666668,2.77
15.0,8.0,12.0,14.0,9.0,11.0,11.0,5.0,3.0,13.0,Cukup,Baik,Cukup,9.56970150429235,7.4629095107519134,8.590261282660334,B-,B,A-,B+,B+,B,74.995,3.31
15.0,13.0,12.0,13.0,10.0,10.0,19.0,1.0,12.0,20.0,Cukup,Baik,Kurang,6.7343860754508915,5.0,6.6900237529691235,A-,A,B,A,A-,A,85.83083333333333,3.65
16.0,14.0,10.0,12.0,10.5,12.5,18.0,3.0,9.0,8.0,Cukup,Baik,Kurang,8.0,7.0,7.165083135391926,B+,A,B,A,A-,A-,83.33,3.39
18.0,15.0,16.0,17.0,13.0,11.0,18.0,1.0,12.0,20.0,Kurang,Baik,Cukup,9.0,7.0,7.87767220902613,B-,B+,B,B,B+,A-,74.995,3.44
13.0,17.0,13.0,11.0,12.0,15.0,17.0,1.0,11.0,20.0,Baik,Tinggi,Tinggi,8.0,6.0,9.54038004750594,B+,B+,B,B,A-,B+,76.66166666666668,3.67
18.0,13.0,14.0,12.0,12.5,10.5,14.0,1.0,11.0,20.0,Baik,Baik,Tinggi,10.829841694888554,7.174267571078079,9.302850356294538,B-,B+,A-,A,A-,A,82.49666666666667,3.42
17.0,17.0,16.0,14.0,11.5,12.5,16.0,,12.0,20.0,Tinggi,Baik,Baik,7.679491218398044,7.4629095107519134,9.54038004750594,B+,B,B,B+,B,B+,74.995,3.15
14.0,14.0,14.0,14.0,11.0,11.0,18.0,,11.0,15.0,Baik,Baik,Baik,8.0,6.8856256314042446,9.065320665083137,B+,B+,B,B,B+,B+,75.82833333333333,3.29
13.0,9.0,12.0,12.0,11.0,10.0,20.0,1.0,12.0,20.0,Tinggi,Tinggi,Baik,9.2546664566433,7.4629095107519134,8.827790973871736,A,A,B-,A-,A,A-,84.9975,3.55
12.0,14.0,13.0,11.0,10.5,9.5,14.0,3.0,13.0,20.0,Cukup,Baik,Cukup,10.199771599590452,6.59698369173041,10.252969121140143,B,B,B,A-,A,A-,79.16250000000001,3.17
9.0,8.0,14.0,12.0,10.0,12.5,10.0,3.0,14.0,20.0,Kurang,Baik,Cukup,8.0,5.0,7.640142517814729,B-,B,B+,B+,B,B,73.32833333333333,2.83
5.0,6.0,10.0,10.0,9.0,8.5,18.0,3.0,11.0,14.0,Cukup,Cukup,Baik,8.624596361345198,7.751551450425748,10.490498812351545,B,B-,B-,B,B-,C+,68.32833333333333,2.85
14.0,15.0,12.0,12.0,10.5,11.5,20.0,5.0,11.0,14.0,Cukup,Baik,Cukup,10.829841694888554,7.0,9.302850356294538,B+,B+,B,A-,B,B-,74.995,3.41
11.0,14.0,12.0,13.0,11.0,12.0,16.0,1.0,12.0,13.0,Cukup,Rendah,Cukup,8.939631408994249,7.0,8.590261282660334,B,B-,C+,B+,A-,A-,74.16166666666668,3.28
14.0,12.0,12.0,11.0,8.5,9.0,15.0,,11.0,5.0,Baik,Baik,Baik,10.199771599590452,6.8856256314042446,6.214964370546321,B,C,B-,B,B-,C+,66.66166666666668,2.84
15.0,11.0,17.0,16.0,13.5,10.5,19.0,1.0,9.0,20.0,Baik,Kurang,Baik,7.679491218398044,7.0,8.590261282660334,B-,B-,C+,B+,B,B+,70.82833333333333,2.86
12.0,10.0,15.0,11.0,9.5,9.0,19.0,3.0,12.0,13.0,Kurang,Kurang,Cukup,6.0,5.0,5.0273159144893125,B-,C+,B-,B-,B+,B+,69.995,2.83
15.0,14.0,11.0,13.0,12.5,13.0,17.0,1.0,12.0,20.0,Baik,Baik,Baik,8.624596361345198,6.0,8.590261282660334,B+,B-,C+,B+,B,B,71.66166666666668,2.91
13.0,6.0,14.0,14.0,9.0,10.0,19.0,3.0,11.0,16.0,Tinggi,Cukup,Cukup,9.56970150429235,6.59698369173041,8.827790973871736,B-,B-,B,B+,B+,A-,74.16166666666668,3.01
14.0,10.0,12.0,12.0,10.0,11.5,15.0,1.0,13.0,12.0,Cukup,Baik,Cukup,7.0,5.0,6.214964370546321,B+,B,C+,B,B-,A-,72.495,2.75
16.0,12.0,15.0,14.0,10.5,12.0,12.0,1.0,9.0,20.0,Cukup,Kurang,Cukup,7.679491218398044,6.0,7.4026128266033275,B,C+,B,B+,A-,A-,74.995,3.17
14.0,13.0,14.0,14.0,11.5,11.5,13.0,,13.0,16.0,Baik,Cukup,Baik,7.994526266047096,4.0,6.927553444180525,B+,B,A,A-,A-,A,83.33,3.51
10.0,12.0,14.0,11.0,11.0,11.0,18.0,3.0,11.0,20.0,Baik,Baik,Cukup,9.2546664566433,6.59698369173041,8.352731591448933,A-,B+,A-,B+,B+,A-,79.995,3.3
14.0,10.0,12.0,11.0,9.5,10.0,17.0,5.0,12.0,11.0,Cukup,Baik,Cukup,10.199771599590452,7.174267571078079,9.54038004750594,B+,C,B-,B-,A-,C+,69.16166666666668,3.01
14.0,17.0,12.0,14.0,12.0,12.0,17.0,,9.0,18.0,Tinggi,Baik,Tinggi,8.0,6.0,7.165083135391926,A-,B,A-,A,A-,A-,82.49583333333334,3.26
17.0,14.0,15.0,17.0,12.5,9.5,20.0,5.0,7.0,18.0,Kurang,Baik,Cukup,10.514806647239503,8.328835329773417,11.440617577197152,A,B+,B,A-,A-,B+,80.82916666666667,3.61
11.0,8.0,13.0,12.0,10.5,10.0,19.0,5.0,9.0,18.0,Rendah,Cukup,Cukup,7.994526266047096,6.0,5.264845605700714,B,B,B+,B+,B+,B+,75.82833333333333,3.17
18.0,18.0,14.0,14.0,13.5,11.5,10.0,3.0,11.0,12.0,Cukup,Baik,Cukup,11.774946837835707,7.751551450425748,9.77790973871734,B-,B,A,B+,A-,B,77.49583333333334,3.19
10.0,11.0,12.0,10.0,10.0,12.5,16.0,,8.0,17.0,Cukup,Tinggi,Baik,10.829841694888554,6.59698369173041,9.77790973871734,A-,B+,A,B-,A-,B+,79.99583333333334,3.27
15.0,15.0,16.0,11.0,11.0,13.0,12.0,1.0,11.0,10.0,Cukup,Cukup,Tinggi,10.829841694888554,6.8856256314042446,9.77790973871734,C,B-,C,A,A,A-,74.99666666666667,2.94
9.0,7.0,12.0,12.0,8.5,8.5,17.0,1.0,13.0,20.0,Cukup,Baik,Kurang,10.829841694888554,6.8856256314042446,8.590261282660334,B-,C+,C,B+,B-,C+,65.82833333333333,2.86
12.0,12.0,12.0,12.0,10.0,10.0,11.0,,11.0,16.0,Cukup,Baik,Baik,9.884736551941401,7.174267571078079,9.065320665083137,C+,B,C+,B-,B+,B-,68.32833333333333,2.78
14.0,13.0,13.0,14.0,11.0,11.0,19.0,3.0,16.0,18.0,Cukup,Cukup,Cukup,8.939631408994249,6.59698369173041,8.827790973871736,B,A-,B,B+,A-,B+,77.495,3.59
7.0,6.0,10.0,10.0,9.5,8.0,11.0,3.0,13.0,8.0,Baik,Kurang,Kurang,8.0,7.751551450425748,6.927553444180525,B,A-,B+,B+,C+,B,74.16166666666668,2.82
11.0,14.0,12.0,12.0,11.0,12.0,12.0,1.0,12.0,17.0,Cukup,Kurang,Tinggi,10.199771599590452,7.174267571078079,9.54038004750594,B,B+,A-,B+,B+,A-,78.32833333333333,3.12
17.0,9.0,11.0,12.0,10.0,11.5,17.0,3.0,14.0,20.0,Cukup,Baik,Baik,6.0,5.0,4.077197149643707,A-,A-,B,B,B+,A-,78.32833333333333,3.39
11.0,6.0,14.0,12.0,9.5,10.5,13.0,5.0,14.0,13.0,Kurang,Cukup,,9.2546664566433,7.4629095107519134,11.440617577197152,B+,B+,B,A,A,A-,82.49666666666667,3.38
10.0,6.0,11.0,10.0,9.0,14.0,15.0,5.0,12.0,15.0,Kurang,Baik,Baik,9.2546664566433,7.751551450425748,9.54038004750594,B-,C+,B,B+,A-,A-,74.16166666666668,2.95
14.0,6.0,12.0,13.0,10.5,11.0,20.0,1.0,13.0,20.0,Kurang,Kurang,Cukup,9.56970150429235,7.751551450425748,10.96555819477435,B-,B,B+,B+,B+,B+,74.995,3.2
10.0,8.0,12.0,11.0,8.5,10.5,14.0,5.0,16.0,13.0,Cukup,Rendah,Kurang,7.994526266047096,8.040193390099583,9.065320665083137,B+,A-,B,B+,A-,A,80.82916666666667,3.18
14.0,6.0,12.0,10.0,12.5,12.0,9.0,5.0,12.0,13.0,Kurang,Cukup,Baik,11.144876742537605,6.8856256314042446,9.77790973871734,B+,B+,B,B-,A-,A-,76.66166666666668,3.14
