Skor_CFIT,Skor_APM,Skor_WA,skor_AN,AVG_ RA_ZR,AVG_FA_WU,skor Bisnis,Skor_sosial,Skor_desain,Skor_hitungan,Ket_ES,Ket_RE,Ket_AVG_4-6-8,skor_ACT,skor_DES,skor_FEAS,E1_Score,E2_Score,E3_Score,E4_Score,E5_Score,E6_Score,AVG_E,IPK
12.0,6.0,12.0,10.0,11.0,10.0,16.0,,9.0,20.0,Tinggi,Baik,Tinggi,12.089981885484757,7.4629095107519134,9.77790973871734,A,B+,B+,A-,A,B+,83.33,3.05
14.0,10.0,12.0,14.0,10.0,9.0,14.0,3.0,14.0,13.0,,,,7.0,8.040193390099583,9.302850356294538,B+,A,A-,B+,B,B-,78.32916666666667,3.25
17.0,12.0,14.0,12.0,9.5,10.5,20.0,,10.0,16.0,Baik,Cukup,Baik,11.774946837835707,8.040193390099583,9.77790973871734,A,A-,A,A,A,A-,89.165,3.5
12.0,9.0,11.0,10.0,9.5,11.0,10.0,5.0,12.0,9.0,,,,9.884736551941401,8.617477269447253,8.827790973871736,B+,A,B+,B+,A,B+,82.49666666666667,3.15
15.0,14.0,11.0,9.0,10.0,10.5,15.0,5.0,12.0,20.0,Baik,Baik,,8.939631408994249,7.0,7.4026128266033275,A,A,A,A,B+,B+,87.49833333333333,3.49
14.0,12.0,12.0,11.0,10.5,8.0,16.0,,14.0,14.0,,,,8.624596361345198,7.174267571078079,9.54038004750594,B+,A-,A-,A-,A-,B+,80.82833333333333,3.14
10.0,8.0,13.0,12.0,11.5,10.5,18.0,3.0,12.0,20.0,,,,10.199771599590452,6.8856256314042446,8.827790973871736,B-,B+,B,A,A-,B+,78.32916666666667,3.38
18.0,12.0,14.0,14.0,11.5,11.5,16.0,,14.0,19.0,Kurang,Baik,,10.199771599590452,6.0,7.4026128266033275,B+,A-,A,A-,A-,B,81.66250000000001,3.18
,,10.0,10.0,7.5,7.5,15.0,3.0,9.0,15.0,Cukup,Baik,Cukup,7.0,6.59698369173041,11.440617577197152,A-,B+,A-,B+,A,B,80.82916666666667,2.95
16.0,12.0,12.0,10.0,11.5,11.5,17.0,,10.0,20.0,,,,10.199771599590452,6.0,9.065320665083137,A-,A-,B+,B,A,A-,81.66250000000001,3.23
16.0,15.0,11.0,13.0,12.5,14.0,20.0,5.0,11.0,19.0,Baik,Baik,,9.0,6.59698369173041,9.54038004750594,A-,A-,B+,A-,B,B,78.32833333333333,3.47
14.0,13.0,13.0,13.0,13.0,9.5,10.0,1.0,13.0,16.0,,,,6.0,8.040193390099583,8.590261282660334,B+,B,B,A-,A-,B+,77.495,3.37
18.0,11.0,13.0,14.0,12.5,12.5,15.0,5.0,5.0,20.0,,,,9.0,7.0,8.827790973871736,A-,A,A-,A-,A-,B+,83.32916666666667,3.37
17.0,16.0,13.0,12.0,13.5,11.5,18.0,7.0,11.0,19.0,Kurang,Cukup,,8.939631408994249,7.0,8.827790973871736,A-,A-,A,A,A,A-,87.4975,3.62
15.0,,,,,,18.0,3.0,8.0,20.0,Cukup,Baik,,,,,B+,A-,B+,B,A-,A-,79.16166666666668,3.37
,,,,,,17.0,1.0,10.0,20.0,Baik,Baik,,,,,A-,B+,B,A-,A,B+,80.82916666666667,3.24
14.0,13.0,14.0,13.0,10.5,9.5,14.0,5.0,9.0,12.0,Kurang,Cukup,Cukup,8.624596361345198,6.0,8.827790973871736,B+,B,B+,B,B-,A-,74.995,3.34
15.0,12.0,15.0,10.0,12.0,11.5,19.0,3.0,10.0,20.0,Cukup,Baik,Cukup,10.199771599590452,9.483403088468755,9.77790973871734,B+,A-,B,B+,A-,A-,79.16166666666668,3.32
12.0,8.0,11.0,8.0,10.5,10.0,18.0,1.0,13.0,18.0,,,,6.0,6.0,8.352731591448933,B+,B,B,A-,B,B,74.995,2.82
12.0,9.0,10.0,12.0,9.5,9.5,14.0,1.0,13.0,10.0,Baik,Baik,Baik,9.2546664566433,7.0,10.490498812351545,A-,A-,B,A-,B-,A-,78.32833333333333,3.17
13.0,,10.0,10.0,9.5,10.0,14.0,7.0,10.0,20.0,Cukup,Cukup,Cukup,11.774946837835707,10.34932890749026,13.103325415676961,B,B+,A-,B+,B,B,75.82833333333333,2.82
17.0,17.0,13.0,14.0,12.5,9.5,10.0,7.0,,8.0,,,,9.0,7.0,8.590261282660334,B+,A-,B+,B+,B,B,76.66166666666668,3.25
14.0,15.0,14.0,14.0,11.5,9.0,15.0,1.0,9.0,17.0,Baik,Baik,Cukup,10.829841694888554,7.751551450425748,9.065320665083137,A-,A-,A-,A,A-,A,85.83,3.56
18.0,18.0,13.0,15.0,14.5,11.0,20.0,1.0,10.0,20.0,,,,10.829841694888554,6.59698369173041,9.302850356294538,A-,B,B+,B+,A-,A-,79.16166666666668,3.53
18.0,12.0,12.0,12.0,11.5,14.5,11.0,3.0,5.0,20.0,Baik,Baik,,8.624596361345198,6.8856256314042446,9.065320665083137,A-,A-,A,A,A,A,89.165,3.38
15.0,12.0,14.0,14.0,11.5,11.0,12.0,5.0,15.0,11.0,,,,8.0,7.174267571078079,9.54038004750594,B,B+,A,B+,A,B+,81.66333333333334,2.99
17.0,17.0,10.0,12.0,14.0,11.5,11.0,1.0,10.0,14.0,,,,8.939631408994249,8.328835329773417,9.77790973871734,A-,A-,B+,A-,A-,A,83.32916666666667,3.65
13.0,10.0,12.0,15.0,13.5,8.5,20.0,1.0,9.0,20.0,,,,10.829841694888554,8.906119209121087,6.452494061757722,A-,A,B,A-,A-,A,84.16333333333334,3.65
18.0,15.0,15.0,16.0,13.5,14.5,20.0,5.0,12.0,20.0,Baik,Cukup,,7.994526266047096,7.0,9.54038004750594,B+,A-,A-,A,B,B,79.99583333333334,3.51
16.0,14.0,12.0,10.0,10.5,12.5,12.0,3.0,7.0,18.0,,,,8.939631408994249,8.617477269447253,9.302850356294538,B,B+,B+,A-,B+,B+,77.495,3.25
18.0,11.0,14.0,16.0,11.5,8.5,14.0,3.0,12.0,18.0,,,,10.199771599590452,6.59698369173041,8.827790973871736,A,B+,A-,A-,B-,A-,80.82916666666667,3.59
14.0,15.0,14.0,12.0,9.0,8.5,15.0,,14.0,11.0,,,,12.089981885484757,9.483403088468755,10.252969121140143,B,B-,A-,B+,B,B-,73.32833333333333,2.72
14.0,14.0,13.0,13.0,12.0,11.0,18.0,3.0,9.0,20.0,Baik,Cukup,,8.939631408994249,7.0,7.165083135391926,B,B,A-,B+,B+,A,79.16250000000001,3.0
16.0,12.0,12.0,12.0,10.0,12.0,20.0,1.0,13.0,20.0,Baik,Kurang,,10.199771599590452,6.8856256314042446,9.302850356294538,B+,B,B,B,A-,A,78.32916666666667,3.14
16.0,15.0,12.0,16.0,11.5,10.0,13.0,5.0,12.0,11.0,Baik,Baik,Cukup,8.624596361345198,6.8856256314042446,9.54038004750594,A-,B,B+,A-,A-,A-,79.995,3.33
16.0,,10.0,11.0,9.0,10.0,19.0,,11.0,18.0,,,,7.994526266047096,7.0,8.115201900237532,B,A-,B+,B+,A-,B,77.495,3.18
14.0,9.0,13.0,14.0,11.0,9.0,17.0,3.0,13.0,17.0,,,,9.0,7.0,8.352731591448933,A-,A-,A,A,A,A-,87.4975,3.14
14.0,11.0,13.0,13.0,12.0,10.5,19.0,7.0,12.0,8.0,,,,10.829841694888554,6.59698369173041,9.065320665083137,B+,A-,A,B+,A-,B+,81.66250000000001,3.25
17.0,14.0,12.0,14.0,12.5,11.0,20.0,1.0,11.0,20.0,,,,9.884736551941401,7.0,9.065320665083137,A-,A-,B+,A,A,A-,84.99666666666667,3.5
,,,,,,16.0,3.0,11.0,20.0,Kurang,Baik,Cukup,,,,B,A-,B+,B+,A,A-,80.82916666666667,3.16
18.0,17.0,14.0,14.0,14.0,12.0,18.0,3.0,8.0,20.0,,,,11.774946837835707,7.174267571078079,9.302850356294538,B+,B+,A,A,A-,A-,84.16333333333334,3.21
18.0,14.0,14.0,14.0,12.5,10.5,20.0,3.0,13.0,19.0,,,,9.0,6.8856256314042446,7.87767220902613,C+,B+,B+,B,A-,B+,74.995,3.26
15.0,11.0,11.0,10.0,12.0,9.5,15.0,1.0,9.0,18.0,Cukup,Baik,Baik,7.679491218398044,6.0,8.352731591448933,B+,B+,B,A-,A,B+,79.99583333333334,3.08
17.0,13.0,13.0,10.0,10.5,11.0,19.0,5.0,10.0,20.0,Baik,Kurang,Cukup,11.459911790186656,9.194761148794921,7.87767220902613,B+,A,A-,B+,A,A,85.83083333333333,3.52
18.0,14.0,14.0,12.0,13.5,9.5,13.0,,12.0,20.0,,,,8.0,7.751551450425748,8.352731591448933,B-,A-,B,A-,B+,B,75.82833333333333,3.17
,,,,,,11.0,1.0,9.0,13.0,Cukup,Kurang,Baik,,,,A-,A-,B,A,A-,A,84.16333333333334,3.4
18.0,14.0,14.0,12.0,11.5,8.5,15.0,1.0,10.0,18.0,Tinggi,Tinggi,,10.199771599590452,7.0,9.065320665083137,A-,B+,A-,B+,B+,B-,77.495,3.52
17.0,12.0,13.0,14.0,10.0,10.5,20.0,5.0,13.0,11.0,Baik,Baik,Tinggi,10.514806647239503,8.040193390099583,9.302850356294538,A-,B+,A-,A-,A,A,84.99666666666667,3.48
16.0,11.0,10.0,12.0,11.0,10.5,20.0,,8.0,20.0,Kurang,Cukup,Cukup,9.2546664566433,8.040193390099583,7.87767220902613,C+,B+,B,B,B,B+,72.495,2.64
18.0,16.0,15.0,12.0,10.5,11.5,13.0,3.0,10.0,12.0,Cukup,Baik,Baik,9.56970150429235,7.751551450425748,10.728028503562946,B+,B+,B+,A-,A-,B+,79.16166666666668,3.38
16.0,14.0,15.0,16.0,13.0,11.5,14.0,3.0,8.0,19.0,Cukup,Baik,Cukup,6.7343860754508915,7.0,8.590261282660334,A-,B+,B+,B+,A-,A-,79.995,3.6
11.0,12.0,12.0,16.0,11.5,10.5,15.0,5.0,10.0,16.0,Baik,Cukup,Baik,10.829841694888554,7.0,9.302850356294538,B-,B+,B,B,A-,B+,74.995,2.9
16.0,12.0,13.0,12.0,10.5,11.0,17.0,5.0,14.0,17.0,Baik,Tinggi,Baik,7.994526266047096,8.328835329773417,8.352731591448933,B,B+,A,B+,B-,A,79.99666666666667,3.3
15.0,12.0,14.0,11.0,9.5,8.0,16.0,3.0,13.0,9.0,Kurang,Cukup,Cukup,10.829841694888554,7.751551450425748,11.203087885985749,B,B+,B+,A,B,C,74.99583333333334,3.22
17.0,11.0,14.0,15.0,10.5,12.5,20.0,5.0,11.0,20.0,Kurang,Baik,,8.624596361345198,7.0,9.065320665083137,B,B,B,B+,A-,A-,76.66166666666668,3.23
18.0,14.0,14.0,12.0,13.0,12.5,17.0,1.0,13.0,20.0,Cukup,Cukup,Baik,9.0,8.906119209121087,9.065320665083137,B,B,B,A-,A-,B+,76.66166666666668,3.25
17.0,16.0,14.0,14.0,12.5,9.0,18.0,,10.0,13.0,Kurang,Baik,,8.624596361345198,6.8856256314042446,7.87767220902613,B,B,B+,B+,A,B,77.49583333333334,3.25
18.0,18.0,13.0,14.0,13.0,10.0,18.0,1.0,9.0,15.0,Baik,Baik,Baik,10.199771599590452,7.0,9.302850356294538,B+,B+,A,A,C+,A-,80.83,3.37
17.0,18.0,14.0,14.0,14.5,15.0,17.0,5.0,11.0,20.0,Baik,Baik,,9.0,7.174267571078079,7.640142517814729,B,B+,B+,B+,A,A-,79.99583333333334,3.44
15.0,12.0,12.0,10.0,12.0,8.5,19.0,1.0,11.0,20.0,Cukup,Baik,,9.884736551941401,6.8856256314042446,8.352731591448933,B+,B,B,B,A-,A,78.32916666666667,3.12
18.0,12.0,12.0,13.0,14.0,8.0,11.0,,9.0,18.0,Cukup,Baik,Cukup,7.679491218398044,11.215254726511763,8.827790973871736,C+,A-,B,B,A-,B,74.16166666666668,2.89
13.0,9.0,14.0,16.0,10.5,8.0,16.0,3.0,11.0,13.0,Baik,Tinggi,,9.884736551941401,7.751551450425748,8.827790973871736,B-,A-,A,B-,A-,B,77.49583333333334,3.04
17.0,11.0,12.0,12.0,12.0,10.0,11.0,1.0,8.0,15.0,Cukup,Baik,Cukup,8.939631408994249,8.040193390099583,7.87767220902613,B,A-,B+,A-,A-,B+,79.16166666666668,3.31
18.0,11.0,12.0,12.0,11.0,10.5,16.0,3.0,9.0,20.0,Baik,Baik,Baik,17.760612743167677,15.833525761293117,,B,B+,B+,A-,A-,B+,78.32833333333333,3.09
16.0,14.0,13.0,14.0,11.5,13.0,17.0,7.0,13.0,17.0,Baik,Baik,Baik,11.144876742537605,7.0,9.302850356294538,A-,B+,A-,A-,B+,B+,79.995,3.25
14.0,9.0,13.0,13.0,11.5,9.5,20.0,1.0,12.0,19.0,Baik,Baik,Baik,10.829841694888554,6.59698369173041,10.015439429928742,B,B+,B+,A,B,C,74.99583333333334,3.48
18.0,18.0,14.0,15.0,13.5,12.5,18.0,3.0,13.0,20.0,Cukup,Baik,Baik,9.56970150429235,7.0,7.640142517814729,B,B,B+,A-,B,C,72.495,3.34
11.0,11.0,10.0,10.0,9.5,9.0,17.0,3.0,10.0,14.0,Baik,Tinggi,,9.2546664566433,7.0,9.302850356294538,B,B+,A-,A-,A-,B+,79.16166666666668,3.07
18.0,13.0,14.0,14.0,13.0,10.5,13.0,,9.0,18.0,,,,8.939631408994249,6.0,7.87767220902613,B,A,A,A-,A-,B+,83.33,3.42
18.0,17.0,11.0,12.0,11.5,12.0,17.0,1.0,15.0,20.0,Cukup,Cukup,,10.199771599590452,8.906119209121087,10.015439429928742,B,B,B+,B+,A-,A-,77.495,3.26
18.0,15.0,12.0,12.0,11.0,10.5,14.0,,12.0,15.0,Tinggi,Baik,,9.56970150429235,7.4629095107519134,9.77790973871734,B+,A,A-,A,A-,A-,84.99666666666667,3.41
17.0,12.0,14.0,14.0,11.0,10.0,19.0,3.0,13.0,15.0,Kurang,Cukup,Cukup,8.624596361345198,8.040193390099583,10.015439429928742,A-,A-,A-,A,A-,A-,84.16250000000001,3.43
14.0,11.0,15.0,14.0,10.5,11.0,14.0,1.0,9.0,20.0,Cukup,Baik,Baik,9.2546664566433,9.483403088468755,10.015439429928742,B+,A-,A,B+,A,B+,83.33,3.23
16.0,15.0,14.0,14.0,12.0,12.0,16.0,3.0,9.0,14.0,Cukup,Tinggi,Tinggi,10.199771599590452,7.174267571078079,9.54038004750594,A-,B+,A-,A-,B,C,75.82833333333333,3.31
17.0,10.0,14.0,12.0,12.0,7.5,16.0,5.0,9.0,17.0,Cukup,Baik,Cukup,8.939631408994249,8.040193390099583,8.827790973871736,B+,A-,A,A-,B+,B+,81.66250000000001,3.51
18.0,15.0,14.0,16.0,14.5,13.0,18.0,1.0,9.0,20.0,,,,10.829841694888554,6.0,7.4026128266033275,B+,B+,B+,A-,A,B+,80.82916666666667,3.4
14.0,14.0,12.0,15.0,12.0,10.0,15.0,3.0,12.0,20.0,,,,9.0,7.0,9.54038004750594,B+,B+,A-,B+,B,B,76.66166666666668,2.87
15.0,14.0,10.0,12.0,11.0,10.5,15.0,5.0,16.0,16.0,,,,12.720051980782861,7.0,10.728028503562946,A,B+,A-,B,B+,A-,80.82916666666667,3.03
18.0,15.0,12.0,13.0,12.0,11.5,16.0,3.0,5.0,20.0,Rendah,Kurang,Cukup,11.144876742537605,12.081180545533268,9.77790973871734,B,B,B+,B,C+,B-,70.82833333333333,3.18
18.0,14.0,14.0,13.0,15.5,10.5,18.0,3.0,7.0,9.0,Cukup,Baik,,6.0,7.751551450425748,12.390736342042757,A-,A-,A,A,A-,A-,85.83,3.54
14.0,6.0,13.0,11.0,9.0,8.5,17.0,1.0,8.0,10.0,Kurang,Kurang,,8.0,7.174267571078079,8.352731591448933,B,B+,B+,A-,C,A-,74.995,2.81
16.0,14.0,10.0,14.0,14.5,10.5,20.0,3.0,13.0,20.0,Cukup,Baik,,10.829841694888554,7.0,9.302850356294538,B,B+,B,A-,A-,A-,78.32833333333333,3.06
15.0,15.0,14.0,14.0,11.5,12.0,19.0,1.0,11.0,15.0,Cukup,Baik,Baik,10.829841694888554,7.174267571078079,9.302850356294538,B,B+,B+,B+,A,A-,79.99583333333334,3.2
16.0,,13.0,11.0,10.0,11.5,16.0,5.0,11.0,11.0,Cukup,Baik,Baik,8.939631408994249,9.194761148794921,10.252969121140143,A-,B+,A,A-,A,A-,84.99666666666667,3.24
17.0,17.0,14.0,13.0,11.0,10.5,14.0,5.0,7.0,19.0,Baik,Baik,,9.884736551941401,7.0,9.302850356294538,B,B,B,B,B+,B+,74.16166666666668,3.08
18.0,17.0,14.0,13.0,13.0,11.0,19.0,1.0,9.0,20.0,Cukup,Baik,,7.0,5.0,6.6900237529691235,A-,A,B+,A,A,A-,86.66416666666667,3.59
13.0,15.0,10.0,10.0,9.0,9.0,16.0,1.0,10.0,14.0,Rendah,Baik,,9.884736551941401,7.4629095107519134,10.015439429928742,B+,B+,B,A-,B,B+,76.66166666666668,3.16
16.0,11.0,14.0,14.0,11.0,10.0,15.0,5.0,16.0,12.0,Rendah,Kurang,Kurang,9.884736551941401,7.174267571078079,8.590261282660334,A-,B+,B+,A,A-,A-,82.49583333333334,3.36
14.0,15.0,14.0,12.0,11.0,11.5,17.0,1.0,10.0,20.0,,,,8.0,6.59698369173041,7.87767220902613,A,A-,A,B,B+,A-,83.33,3.46
13.0,14.0,12.0,12.0,13.0,12.5,19.0,1.0,5.0,20.0,Baik,Baik,,10.829841694888554,7.0,9.302850356294538,A,B+,A-,B,B-,B+,78.32916666666667,3.17
15.0,13.0,12.0,9.0,10.0,11.0,16.0,1.0,10.0,18.0,Cukup,Baik,Cukup,10.514806647239503,7.0,10.490498812351545,C,B,A-,B+,B+,B+,74.16166666666668,2.98
16.0,9.0,13.0,12.0,9.0,8.5,17.0,1.0,9.0,13.0,Cukup,Kurang,,10.829841694888554,7.174267571078079,9.302850356294538,B-,A-,B+,A-,A-,A-,79.16166666666668,3.04
15.0,16.0,13.0,11.0,10.0,11.5,15.0,3.0,13.0,19.0,Cukup,Baik,Baik,8.939631408994249,8.040193390099583,7.4026128266033275,B,B,B+,B,B,B+,74.16166666666668,3.28
18.0,16.0,13.0,13.0,13.5,8.5,15.0,3.0,3.0,20.0,Cukup,Cukup,Cukup,10.829841694888554,6.0,9.065320665083137,B-,B+,B+,A,A-,A,81.66333333333334,3.26
15.0,14.0,10.0,13.0,12.5,9.5,16.0,3.0,15.0,14.0,Cukup,Kurang,,8.0,6.59698369173041,8.352731591448933,B,B,B+,A-,B+,A-,77.495,2.99
16.0,12.0,12.0,14.0,9.5,10.0,16.0,3.0,10.0,13.0,Baik,Cukup,Cukup,9.884736551941401,6.8856256314042446,8.827790973871736,A,A-,A-,A-,B-,A-,81.66250000000001,2.98
,,,,,,16.0,1.0,11.0,20.0,,,,,,,A,B+,A,A,A-,A,88.33166666666666,3.57
13.0,17.0,14.0,12.0,12.0,9.0,14.0,1.0,8.0,15.0,,,,8.0,6.0,9.302850356294538,A-,A-,A-,A,A-,A-,84.16250000000001,3.4
18.0,18.0,12.0,14.0,14.0,12.0,17.0,3.0,8.0,20.0,Baik,Baik,Baik,8.0,7.0,9.77790973871734,A-,A,A,B+,B+,B,82.49666666666667,3.61
17.0,17.0,13.0,12.0,12.0,11.5,19.0,,16.0,16.0,,,,11.459911790186656,8.040193390099583,9.065320665083137,A-,B,A-,A-,A-,A-,80.82833333333333,3.27
17.0,11.0,14.0,13.0,12.0,12.0,20.0,5.0,14.0,10.0,Cukup,Baik,,9.56970150429235,6.0,9.54038004750594,A-,B+,A,A,B+,A,85.83083333333333,3.32
17.0,13.0,12.0,12.0,11.5,12.0,19.0,3.0,13.0,16.0,Baik,Tinggi,Tinggi,10.514806647239503,7.0,9.54038004750594,B,A-,B+,B+,B-,A-,76.66166666666668,3.36
12.0,12.0,12.0,12.0,10.5,12.5,14.0,,13.0,15.0,,,,9.2546664566433,10.060686967816425,7.4026128266033275,A-,A-,B+,B+,A-,A,82.49583333333334,3.74
16.0,18.0,12.0,12.0,10.5,11.0,12.0,1.0,5.0,16.0,Baik,Baik,,8.939631408994249,7.751551450425748,7.87767220902613,B,C+,B,B,A,B+,74.99583333333334,3.11
14.0,13.0,14.0,13.0,11.0,11.5,15.0,7.0,14.0,18.0,Kurang,Baik,,9.0,7.0,6.452494061757722,A-,A-,B,B+,B+,B,77.495,3.34
17.0,13.0,13.0,12.0,14.0,15.5,18.0,5.0,15.0,17.0,Baik,Cukup,Cukup,5.0,6.0,9.54038004750594,B+,B+,B,B+,A,B+,79.16250000000001,3.12
12.0,11.0,12.0,11.0,10.5,8.0,17.0,,11.0,20.0,,,,9.884736551941401,7.0,8.827790973871736,B,B+,B,A,B+,B,77.49583333333334,3.21
15.0,15.0,12.0,10.0,11.0,10.5,18.0,3.0,8.0,20.0,Kurang,Kurang,Cukup,12.089981885484757,10.34932890749026,6.927553444180525,B,B+,B,B+,A-,A,79.16250000000001,3.0
13.0,13.0,14.0,10.0,9.5,10.5,20.0,3.0,12.0,17.0,Cukup,Cukup,Cukup,8.0,5.0,9.302850356294538,A-,B+,A-,B+,B+,A-,79.995,3.11
15.0,10.0,11.0,12.0,12.5,12.5,17.0,3.0,10.0,16.0,Kurang,Baik,,7.0,6.59698369173041,9.54038004750594,A-,B,B,A-,B+,B-,75.82833333333333,3.28
9.0,10.0,10.0,10.0,10.5,12.0,16.0,3.0,10.0,10.0,Cukup,Cukup,,11.774946837835707,7.0,6.6900237529691235,B+,B+,C+,A-,C+,B-,71.66166666666668,3.2
13.0,7.0,10.0,9.0,10.0,9.5,16.0,7.0,11.0,17.0,Tinggi,Tinggi,,8.624596361345198,7.751551450425748,9.302850356294538,B+,A-,A-,A-,B,A,81.66250000000001,3.43
18.0,11.0,14.0,12.0,13.0,9.5,9.0,1.0,12.0,12.0,Kurang,Baik,,9.2546664566433,6.59698369173041,9.302850356294538,A-,B+,B-,A-,B,A-,77.495,3.35
13.0,14.0,10.0,10.0,10.0,13.5,10.0,3.0,14.0,10.0,Baik,Cukup,,7.679491218398044,8.617477269447253,8.352731591448933,A-,A-,C+,B,B+,B,74.995,3.25
17.0,16.0,14.0,14.0,13.0,12.0,13.0,3.0,9.0,16.0,Cukup,Baik,,6.0,6.0,6.452494061757722,B+,A,B+,B,B+,B,78.32916666666667,3.38
14.0,12.0,12.0,10.0,10.0,11.0,17.0,7.0,14.0,10.0,Cukup,Baik,Baik,7.994526266047096,6.8856256314042446,8.827790973871736,A-,B+,C+,A,B+,B,77.49583333333334,3.37
18.0,15.0,16.0,12.0,11.0,9.5,19.0,5.0,3.0,19.0,Baik,Baik,,8.0,7.0,8.827790973871736,B,B,B,A-,B+,B,74.995,3.01
16.0,15.0,11.0,13.0,11.0,10.5,17.0,,12.0,13.0,Kurang,Baik,,7.994526266047096,7.174267571078079,9.302850356294538,A,A,C+,A-,A-,B,80.83,3.38
14.0,13.0,14.0,12.0,13.5,10.5,14.0,1.0,8.0,16.0,Baik,Baik,,10.829841694888554,6.59698369173041,9.302850356294538,B,A-,A-,A,B+,A,83.33,3.53
15.0,9.0,13.0,12.0,11.0,10.5,3.0,3.0,10.0,7.0,Kurang,Kurang,,7.994526266047096,7.0,11.203087885985749,A,A,C+,A-,A-,B+,81.66333333333334,3.44
14.0,12.0,14.0,11.0,12.0,11.5,18.0,3.0,12.0,18.0,Cukup,Baik,Cukup,10.514806647239503,7.4629095107519134,10.728028503562946,A,A-,A-,B,B,A-,80.82916666666667,3.45
12.0,11.0,12.0,10.0,12.5,10.0,13.0,3.0,13.0,9.0,Baik,Baik,,7.994526266047096,7.0,8.590261282660334,B,B+,B,B+,B+,A-,76.66166666666668,2.97
18.0,13.0,12.0,14.0,11.0,10.0,18.0,3.0,11.0,16.0,Baik,Cukup,,7.679491218398044,8.040193390099583,9.302850356294538,A-,A,B+,A-,B+,B+,81.66250000000001,3.69
18.0,14.0,12.0,14.0,14.0,13.5,11.0,1.0,16.0,19.0,Rendah,Cukup,Cukup,7.994526266047096,7.174267571078079,9.77790973871734,B+,B,B,B+,B+,B+,75.82833333333333,3.6
16.0,11.0,13.0,14.0,11.5,12.5,16.0,5.0,8.0,17.0,,,,6.0,6.59698369173041,7.87767220902613,C+,B+,B,B,B+,A-,74.16166666666668,3.09
16.0,13.0,14.0,14.0,12.5,12.0,9.0,5.0,16.0,13.0,,,,9.56970150429235,10.060686967816425,9.065320665083137,A-,B,B,B+,A-,B+,77.495,3.57
15.0,9.0,12.0,13.0,10.5,11.5,13.0,7.0,8.0,15.0,,,,9.0,7.174267571078079,7.640142517814729,B+,A,B+,A-,B+,B+,80.82916666666667,3.67
17.0,15.0,13.0,15.0,12.0,12.5,10.0,,13.0,9.0,Kurang,Baik,,7.994526266047096,7.0,9.54038004750594,B+,B+,A-,A-,B,A-,79.16166666666668,3.62
17.0,13.0,13.0,11.0,11.5,12.0,17.0,7.0,12.0,17.0,Cukup,Baik,,10.514806647239503,7.174267571078079,7.87767220902613,C+,B+,A-,A-,C,B,72.495,3.04
14.0,7.0,10.0,10.0,10.0,9.5,9.0,7.0,12.0,3.0,Baik,Cukup,Cukup,9.884736551941401,9.77204502814259,10.96555819477435,B,A-,B+,A-,,B,77.495,3.31
12.0,14.0,12.0,11.0,12.5,12.5,18.0,3.0,13.0,14.0,,,,9.56970150429235,7.751551450425748,9.302850356294538,A-,A-,B+,A-,B+,B+,79.995,3.49
16.0,12.0,12.0,12.0,10.0,11.5,20.0,1.0,12.0,16.0,,,,9.2546664566433,7.174267571078079,8.115201900237532,B-,B-,B+,A,B-,B,74.16250000000001,3.05
12.0,12.0,13.0,10.0,10.5,9.5,11.0,,13.0,16.0,Baik,Baik,Baik,10.199771599590452,7.751551450425748,9.302850356294538,C+,B+,B+,A-,C,B,71.66166666666668,3.01
15.0,12.0,10.0,10.0,10.5,10.5,10.0,,7.0,12.0,Cukup,Baik,Baik,10.199771599590452,7.751551450425748,9.302850356294538,B-,B+,B+,A-,C,B,72.495,3.18
17.0,12.0,15.0,14.0,10.0,12.0,17.0,1.0,12.0,9.0,,,,8.624596361345198,7.174267571078079,7.4026128266033275,A-,B+,B,A,A-,A-,81.66250000000001,3.73
14.0,11.0,14.0,10.0,10.5,10.0,17.0,3.0,13.0,13.0,,,,10.199771599590452,6.8856256314042446,8.590261282660334,A-,B,B,A,B,B,77.49583333333334,3.19
15.0,,12.0,12.0,10.5,9.5,16.0,5.0,5.0,14.0,,,,12.405016933133808,7.0,9.302850356294538,A,B,C+,A,A-,C+,77.49666666666667,3.28
17.0,11.0,14.0,13.0,12.5,9.0,10.0,1.0,12.0,13.0,,,,6.0,6.0,8.590261282660334,B+,A,B,A-,B+,B+,79.99583333333334,3.54
12.0,8.0,11.0,12.0,9.5,10.0,17.0,1.0,15.0,9.0,Cukup,Baik,Baik,9.56970150429235,8.040193390099583,9.302850356294538,B,B+,C+,A,C+,B-,72.49583333333334,3.15
16.0,13.0,10.0,10.0,11.5,12.5,12.0,1.0,11.0,13.0,,,,8.939631408994249,7.174267571078079,9.77790973871734,B+,A-,C+,A-,C+,B-,72.495,3.25
15.0,,10.0,12.0,8.5,9.5,15.0,7.0,12.0,17.0,,,,7.994526266047096,7.0,8.352731591448933,B+,A-,C+,A-,B+,B-,74.995,3.22
15.0,11.0,12.0,10.0,9.5,9.0,20.0,7.0,14.0,9.0,,,,7.994526266047096,6.0,9.065320665083137,B+,B,A,A-,B+,C+,77.49583333333334,3.47
12.0,9.0,12.0,12.0,11.5,9.5,17.0,5.0,10.0,10.0,,,,9.0,6.8856256314042446,8.352731591448933,B+,B,A-,A,B,A-,79.99583333333334,3.42
15.0,11.0,12.0,16.0,12.5,12.5,16.0,7.0,10.0,17.0,,,,7.679491218398044,6.0,9.54038004750594,A-,A,B,A,B+,B+,82.49666666666667,3.71
